filename,Bin_emo,Tap_emo,mfcc_min,mfcc_q1,mfcc_q2,mfcc_q3,mfcc_max,melband_min,melband_q1,melband_q2,melband_q3,melband_max,melband_log_min,melband_log_q1,melband_log_q2,melband_log_q3,melband_log_max,bark_band_min,bark_band_q1,bark_band_q2,bark_band_q3,bark_band_max,bark_coeff_min,bark_coeff_q1,bark_coeff_q2,bark_coeff_q3,bark_coeff_max,erb_mag_min,erb_mag_q1,erb_mag_q2,erb_mag_q3,erb_mag_max,energy_band_min,energy_band_q1,energy_band_q2,energy_band_q3,energy_band_max,energy_ratio_min,energy_ratio_q1,energy_ratio_q2,energy_ratio_q3,energy_ratio_max,flux_signal_min,flux_signal_q1,flux_signal_q2,flux_signal_q3,flux_signal_max,freq_min,freq_q1,freq_q2,freq_q3,freq_max,gfcc_band_min,gfcc_band_q1,gfcc_band_q2,gfcc_band_q3,gfcc_band_max,gfcc_coeff_min,gfcc_coeff_q1,gfcc_coeff_q2,gfcc_coeff_q3,gfcc_coeff_max,hfc_coeff_min,hfc_coeff_q1,hfc_coeff_q2,hfc_coeff_q3,hfc_coeff_max,lpc_coeff_min,lpc_coeff_q1,lpc_coeff_q2,lpc_coeff_q3,lpc_coeff_max,reflec_coeff_min,reflec_coeff_q1,reflec_coeff_q2,reflec_coeff_q3,reflec_max,mean_tune_min,mean_tune_q1,mean_tune_q2,mean_tune_q3,mean_tune_max,local_tune_min,local_tune_q1,local_tune_q2,local_tune_q3,local_tune_max,max_mag_min,max_mag_q1,max_mag_q2,max_mag_q3,max_mag_max,power_spec_min,power_spec_q1,power_spec_q2,power_spec_q3,power_spec_max,rolloff_min,rolloff_q1,rolloff_q2,rolloff_q3,rolloff_max,spec_cent_min,spec_cent_q1,spec_cent_q2,spec_cent_q3,spec_cent_max,spec_complex_min,spec_complex_q1,spec_complex_q2,spec_complex_q3,spec_complex_max,strong_peak_min,strong_peak_q1,strong_peak_q2,strong_peak_q3,strong_peak_max
U20/sound_20220804_111548.wav,0,1,-97.3009033203125,13.181741714477539,18.940143585205078,23.927339553833008,34.152652740478516,0.0,61.317190170288086,4449.15234375,52830.271484375,405693.8125,-69.07755279541016,0.42901793122291565,3.286522388458252,5.726480722427368,9.20193099975586,0.0,39.78288459777832,2857.464599609375,34963.986328125,307259.15625,-97.3009033203125,14.81152868270874,27.739011764526367,37.78660774230957,43.78801727294922,0.0,1569275.875,144976288.0,1738889984.0,41421000704.0,0.0,82.86317443847656,337.217041015625,1035.0062866210938,20505.20703125,0.0,0.00022571173030883074,0.001057493849657476,0.014806602150201797,0.20078228414058685,0.0,37.967899322509766,231.4459686279297,551.2100524902344,3364.80419921875,0.0,153.9153289794922,10724.5,138147.46875,1429707.25,0.0,1511174.3125,142598960.0,1616992448.0,40999329792.0,-97.3009033203125,37.674400329589844,45.789974212646484,50.448503494262695,63.478904724121094,0.0,2005647.8125,169501968.0,1847505856.0,40000126976.0,0.0,0.00851906556636095,0.011974373832345009,0.01584832649677992,0.03394826874136925,0.0,0.07417337596416473,0.09191976487636566,0.1160726398229599,0.19244320690631866,0.11362055689096451,7016.675537109375,7977.76611328125,8531.7294921875,9227.0,-0.49933749437332153,-0.45433223247528076,-0.4129718542098999,0.10230357199907303,0.4998699128627777,0.0,193.798828125,258.3984375,301.46484375,3660.64453125,0.0,1622630.6875,136579712.0,1332343936.0,12410945536.0,0.0,430.6640625,559.86328125,1550.390625,4306.640625,0.0,423.5380859375,718.8138427734375,1137.841064453125,3219.859130859375,0.0,26.0,29.0,31.0,42.0,0.0,164.28926849365234,2880.989013671875,8983.8974609375,103732.484375
U20/sound_20220804_162642.wav,1,0,-97.3009033203125,13.783895492553711,18.860538482666016,22.95191764831543,32.976436614990234,0.0,82.76253509521484,1321.356201171875,29721.427734375,136050.4375,-69.07755279541016,0.8356151580810547,2.411619186401367,4.651377201080322,8.546879768371582,0.0,54.68750762939453,858.2556762695312,18917.025390625,92867.390625,-97.3009033203125,15.179726600646973,23.706655502319336,34.76032257080078,44.082176208496094,0.0,3321690.5,38232260.0,766001920.0,11673280512.0,0.0,117.37989807128906,426.5726318359375,1147.5347900390625,13404.1923828125,0.0,0.00044579620589502156,0.002456827787682414,0.019699251279234886,0.36622700095176697,0.0,47.67947769165039,155.06503295898438,413.6371154785156,2446.52392578125,0.0,209.16409301757812,3066.818359375,71738.0546875,413362.96875,0.0,3210973.5,36636112.0,692241600.0,11131648000.0,-97.3009033203125,39.969242095947266,45.0242919921875,48.960350036621094,59.791934967041016,0.0,3555100.5,45564612.0,772164544.0,12827047936.0,0.0,0.008529912680387497,0.011482459492981434,0.015087856911122799,0.029537735506892204,-0.08791734278202057,0.07726861536502838,0.09470207989215851,0.11780911684036255,0.1941792070865631,6803.95068359375,7274.99755859375,7565.30810546875,7693.89404296875,7997.63818359375,-0.4997587502002716,-0.45310306549072266,-0.4070337414741516,0.2502010464668274,0.4999081492424011,0.0,215.33203125,258.3984375,387.59765625,2971.58203125,0.0,2162947.75,34754420.0,683450624.0,3605598720.0,0.0,430.6640625,559.86328125,1119.7265625,3789.84375,0.0,425.4873962402344,630.1561279296875,957.5306396484375,2752.9736328125,0.0,26.0,29.0,32.0,40.0,0.0,263.10186767578125,1332.9412841796875,6010.48681640625,72085.1328125
U20/sound_20220804_202146.wav,0,1,-97.3009033203125,16.51298713684082,20.084842681884766,24.032657623291016,36.80953598022461,0.0,250.94479370117188,1267.5557861328125,28747.099609375,324138.0625,-69.07755279541016,2.364579916000366,3.3533847332000732,4.814151763916016,9.027938842773438,0.0,168.21560668945312,833.6947021484375,18470.4375,226936.84375,-97.3009033203125,18.443063735961914,24.086748123168945,34.42443084716797,42.52524185180664,0.0,11179387.0,47513500.0,646286976.0,25177653248.0,0.0,155.92494201660156,419.28070068359375,1130.642822265625,16105.8935546875,0.0,0.000550849421415478,0.002670812653377652,0.010470910929143429,0.17768096923828125,0.0,83.1874771118164,166.7032470703125,387.8974914550781,2396.8564453125,0.0,686.8829956054688,3333.913818359375,68511.0390625,998863.8125,0.0,10972779.0,46552352.0,596489792.0,24416378880.0,-97.3009033203125,42.602928161621094,46.35622787475586,49.884456634521484,62.57502746582031,0.0,12325050.0,53401312.0,702918784.0,28674304000.0,0.0,0.007450014352798462,0.010474770329892635,0.01426846906542778,0.029103482142090797,0.0,0.08331446349620819,0.1024993434548378,0.12532415986061096,0.20686550438404083,6892.57568359375,7069.31689453125,7151.333984375,7250.00634765625,7397.60009765625,-0.49984535574913025,-0.4509845972061157,-0.42820072174072266,-0.4057408571243286,0.4999758303165436,0.0,215.33203125,258.3984375,387.59765625,3660.64453125,0.0,6876521.5,33261238.0,640635840.0,8927519744.0,0.0,473.73046875,775.1953125,1291.9921875,4349.70703125,0.0,496.1206359863281,769.4853515625,1037.751708984375,3416.285400390625,0.0,26.0,29.0,32.0,39.0,0.0,399.75079345703125,1386.630615234375,6109.65234375,105684.5234375
U20/sound_20220805_080849.wav,1,0,-97.3009033203125,16.47087287902832,20.59528923034668,23.63821029663086,37.938865661621094,0.0,174.24813842773438,984.5648193359375,14259.078125,95718.6015625,-69.07755279541016,2.6321630477905273,3.6930441856384277,4.616983890533447,8.332235336303711,0.0,121.3023681640625,691.8063354492188,9111.810546875,59830.4296875,-97.3009033203125,18.12353515625,24.789915084838867,33.02712631225586,41.330711364746094,0.0,14440608.0,64628684.0,333537440.0,7240601600.0,0.0,143.68899536132812,421.7933044433594,1050.7496337890625,28339.703125,0.0,0.0006955901626497507,0.003684324910864234,0.015569891780614853,0.3119591176509857,0.0,88.4625473022461,176.94020080566406,327.0168151855469,1856.1009521484375,0.0,607.1604614257812,3051.555908203125,33917.8671875,273597.34375,0.0,14016936.0,62996256.0,310637856.0,7133404160.0,-97.3009033203125,42.42256546020508,46.08059310913086,49.305824279785156,64.65181732177734,0.0,19530766.0,83491744.0,385979104.0,7781757952.0,0.0,0.00633445056155324,0.00924745760858059,0.01288966927677393,0.02953205816447735,0.0,0.08526470512151718,0.10953204333782196,0.13896025717258453,0.2223069965839386,6628.22119140625,6763.14453125,6848.73193359375,6910.59912109375,6962.61865234375,-0.4990690350532532,-0.43910855054855347,-0.40782707929611206,-0.3855535089969635,0.49978551268577576,0.0,215.33203125,258.3984375,602.9296875,3746.77734375,0.0,6194189.5,32380794.0,321920096.0,2281516032.0,0.0,473.73046875,904.39453125,2583.984375,4651.171875,0.0,560.787109375,973.556640625,1772.542236328125,3366.343017578125,0.0,27.0,29.0,32.0,41.0,0.0,393.6676330566406,1555.5250244140625,4623.767578125,39619.13671875
U20/sound_20220805_111140.wav,0,-2,-97.3009033203125,14.658632040023804,17.877245903015137,21.97122812271118,36.478267669677734,0.0,150.85501861572266,254.76454162597656,5883.985107421875,268020.5,-69.07755279541016,2.108833074569702,2.5488181114196777,3.7734215259552,8.238061904907227,0.0,101.88074493408203,169.7676773071289,3567.8170166015625,160576.46875,-97.3009033203125,16.261631965637207,18.985570907592773,29.86344814300537,43.330013275146484,0.0,7859387.125,12150331.0,148721128.0,7400284160.0,0.0,95.6770133972168,275.9632263183594,847.1156463623047,26018.4296875,0.0,0.0011904205603059381,0.005817881552502513,0.015256548533216119,0.1622115671634674,0.0,68.12827682495117,91.63842010498047,236.87732315063477,2619.456787109375,0.0,415.82861328125,681.001220703125,15452.037841796875,598727.25,0.0,7752841.625,11995829.5,145338620.0,7161121792.0,-97.3009033203125,40.51205921173096,43.95708084106445,48.18789100646973,62.441593170166016,0.0,8049136.5,12707048.5,172747460.0,8343780352.0,0.0,0.006266420823521912,0.008098962716758251,0.011684953700751066,0.029185248538851738,0.0,0.08673989400267601,0.11059354990720749,0.1327536776661873,0.1980466991662979,6387.203125,6495.2816162109375,6537.10546875,6581.10693359375,6642.78759765625,-0.49486497044563293,-0.43509441614151,-0.425577774643898,-0.4164467304944992,0.49907436966896057,0.0,215.33203125,258.3984375,387.59765625,3832.91015625,0.0,4252438.875,6690506.75,169734992.0,5444276736.0,0.0,430.6640625,904.39453125,1302.7587890625,4478.90625,0.0,494.7613296508789,851.9814453125,1004.7684631347656,3763.164306640625,0.0,28.0,30.0,33.0,42.0,0.0,180.76874160766602,407.58363342285156,3380.0870971679688,28454.236328125
U20/sound_20220805_160125.wav,0,-2,-97.3009033203125,18.389290809631348,22.19248390197754,25.48787498474121,42.30657958984375,0.0,342.9497375488281,1477.9290771484375,30768.21484375,291040.25,-69.07755279541016,2.9786622524261475,3.823852062225342,5.308284282684326,8.836746215820312,0.0,232.51175689697266,941.6109619140625,19932.4091796875,193169.546875,-97.3009033203125,19.79181671142578,26.865081787109375,36.017635345458984,43.04426574707031,0.0,18527030.0,62422252.0,914225088.0,14052322304.0,0.0,234.6780776977539,750.3465576171875,1797.303955078125,463051.34375,0.0,0.0005386246193666011,0.002308783121407032,0.011404484044760466,0.5638673305511475,0.0,104.90722274780273,180.46824645996094,396.34059143066406,1645.103515625,0.0,971.3313293457031,3953.085693359375,79385.84375,790739.375,0.0,18337154.0,59930136.0,822893216.0,13317089280.0,-97.3009033203125,44.51932716369629,48.50177764892578,51.69982147216797,70.58346557617188,0.0,19768099.0,73905808.0,888337824.0,13989625856.0,0.0,0.00650208443403244,0.008758287876844406,0.014719640370458364,0.029401389881968498,0.0,0.08153371512889862,0.10716042667627335,0.1342560052871704,0.2026340216398239,6304.88037109375,6423.50341796875,6637.48974609375,6674.82275390625,6768.845703125,-0.4985314607620239,-0.44760678708553314,-0.4252423048019409,-0.3899361938238144,0.4999484717845917,0.0,215.33203125,258.3984375,387.59765625,3531.4453125,0.0,9419243.5,47407820.0,763566304.0,7432032768.0,0.0,430.6640625,947.4609375,1464.2578125,3832.91015625,0.0,497.90513610839844,863.3711547851562,1054.3648681640625,2913.466064453125,0.0,26.0,29.0,32.0,41.0,0.0,360.1828308105469,1415.709228515625,7287.328857421875,51571.88671875
U20/sound_20220805_195758.wav,1,0,-97.3009033203125,19.77803611755371,22.89456844329834,25.441535472869873,33.74452209472656,0.0,217.62557983398438,392.485107421875,13554.757568359375,317323.3125,-69.07755279541016,1.68881157040596,2.353995680809021,4.354529976844788,7.6172380447387695,0.0,142.38457489013672,257.98081970214844,8559.907958984375,192819.859375,-97.3009033203125,19.753188133239746,22.818037033081055,32.027658462524414,41.19249725341797,0.0,6039472.875,11522247.5,327423256.0,6779702272.0,0.0,505.4275817871094,1224.765625,2653.296630859375,19606.01953125,0.0,0.0017166427278425545,0.022992673330008984,0.07148243486881256,0.4223935306072235,0.0,74.44065475463867,106.09854507446289,294.41851806640625,2303.389404296875,0.0,516.1588592529297,935.1676940917969,32812.58935546875,722812.9375,0.0,5934507.75,11166717.5,305203424.0,6542724096.0,-97.3009033203125,45.70376968383789,48.9023380279541,51.89427089691162,58.91200637817383,0.0,6442813.0,12320021.0,384464856.0,6585691648.0,0.0,0.0073777143843472,0.009430298581719398,0.012406909139826894,0.02954569272696972,0.0,0.08326495252549648,0.10263124108314514,0.12162864208221436,0.19169890880584717,6478.392578125,6553.6090087890625,6574.684814453125,6597.232666015625,6642.59765625,-0.49906018376350403,-0.44454216957092285,-0.4142465740442276,0.1770261749625206,0.49955740571022034,0.0,172.265625,215.33203125,301.46484375,3617.578125,0.0,5455386.75,8716915.5,315827856.0,6695917568.0,0.0,430.6640625,689.0625,1033.59375,4435.83984375,0.0,517.3726806640625,643.2843322753906,886.0804138183594,3737.4462890625,0.0,27.0,30.0,33.0,40.0,0.0,171.96949768066406,384.43287658691406,4413.33544921875,36353.48046875
U20/sound_20220805_224225.wav,1,0,-97.3009033203125,22.448691368103027,24.495251655578613,26.934368133544922,46.69332504272461,0.0,228.47624588012695,562.5735168457031,14913.441162109375,121964.921875,-69.07755279541016,2.4613587856292725,2.979886770248413,4.300325870513916,7.965029716491699,0.0,160.10634231567383,380.9324188232422,9531.294921875,77852.7890625,-97.3009033203125,21.29561138153076,23.79607105255127,33.675400733947754,44.366539001464844,0.0,11954104.25,24209738.0,336897928.0,9086044160.0,0.0,1290.15673828125,2157.498046875,3869.7003784179688,833377.5625,0.0,0.0032673797686584294,0.043247951194643974,0.1115394327789545,0.7022351026535034,0.0,78.32142448425293,126.66773986816406,316.11268615722656,1567.003662109375,0.0,624.7490386962891,1478.1712646484375,35028.1455078125,301121.65625,0.0,11672061.75,23878637.0,298469136.0,8280808448.0,-97.3009033203125,48.15319061279297,50.135812759399414,52.64144992828369,70.54378509521484,0.0,12010618.5,24851678.0,398791392.0,10211431424.0,0.0,0.005703591974452138,0.007878510747104883,0.012596216052770615,0.02486567012965679,-0.011162780225276947,0.0908098816871643,0.12413641810417175,0.14946307614445686,0.19995583593845367,6375.94677734375,6427.63232421875,6457.2041015625,6472.240478515625,6511.8671875,-0.4988427460193634,-0.44932907819747925,-0.42731228470802307,-0.34366143494844437,0.49822700023651123,0.0,129.19921875,215.33203125,344.53125,3832.91015625,0.0,6121073.25,15645019.5,341024688.0,2831673088.0,0.0,473.73046875,904.39453125,1162.79296875,4521.97265625,0.0,529.0113067626953,826.3727722167969,988.4016571044922,3776.96435546875,0.0,28.0,30.0,32.0,41.0,0.0,185.69822692871094,870.2174072265625,4691.3458251953125,52555.91015625
U20/sound_20220806_110148.wav,0,-2,-97.3009033203125,14.5002121925354,18.438085556030273,22.848535537719727,35.01620864868164,0.0,86.67174530029297,215.27047729492188,31097.0009765625,383944.75,-69.07755279541016,1.8848661184310913,2.652871608734131,4.527262926101685,7.8337554931640625,0.0,59.841970443725586,149.12448120117188,19951.5615234375,292376.4375,-97.3009033203125,14.723769664764404,18.779447555541992,35.69289207458496,44.652061462402344,0.0,5469578.0,15309923.0,601965408.0,34704793600.0,0.0,96.385498046875,288.5852355957031,879.8878784179688,19479.11328125,0.0,0.0005695024156011641,0.00472240662202239,0.019711158238351345,0.1801392138004303,0.0,55.33464050292969,100.23397064208984,310.9626159667969,3156.476318359375,0.0,259.31617736816406,653.7882080078125,74343.7265625,1262684.25,0.0,5478063.0,15000058.0,542179648.0,32667625472.0,-97.3009033203125,40.24983596801758,44.29473114013672,49.16823387145996,59.681434631347656,0.0,6262772.75,18000738.0,657162400.0,28042582016.0,0.0,0.006541910115629435,0.008771376684308052,0.014472195878624916,0.02716250903904438,0.0,0.08098095655441284,0.11251795291900635,0.1343073695898056,0.22146201133728027,6335.27294921875,6366.33837890625,6406.50830078125,6451.531494140625,6508.52392578125,-0.4987388849258423,-0.4401058256626129,-0.4235250651836395,-0.3956892639398575,0.5,0.0,215.33203125,258.3984375,387.59765625,3832.91015625,0.0,2549491.0,6900065.5,686169504.0,11399079936.0,0.0,430.6640625,1248.92578125,1851.85546875,4435.83984375,0.0,479.25775146484375,991.122802734375,1376.56591796875,3852.203125,0.0,27.0,30.0,32.0,42.0,0.0,192.76499938964844,779.7471313476562,6491.03125,89958.6171875
U20/sound_20220806_134608.wav,0,1,-97.3009033203125,23.60975456237793,26.10601234436035,28.62239933013916,45.90453338623047,0.0,1952.935302734375,11344.07177734375,73746.58984375,347576.3125,-69.07755279541016,4.421087980270386,5.123732566833496,6.187532305717468,9.559732437133789,0.0,1297.217529296875,7494.940673828125,48536.591796875,275332.1875,-97.3009033203125,27.724587440490723,32.0357723236084,38.10454559326172,45.031925201416016,0.0,86779574.0,397908768.0,2273916992.0,53759455232.0,0.0,751.2404632568359,1702.2877197265625,3588.1525268554688,931706.625,0.0,0.00041816706652753055,0.001788365247193724,0.006772911641746759,0.5984383225440979,0.0,244.86123275756836,409.7457733154297,698.3068084716797,4309.26953125,0.0,5244.5433349609375,28890.61328125,185440.53125,1430956.25,0.0,84049782.0,377759552.0,2144524704.0,50920906752.0,-97.3009033203125,49.24448776245117,52.1131477355957,54.96770668029785,76.30165100097656,0.0,90173798.0,430370400.0,2235940096.0,49649475584.0,0.0,0.006919070496223867,0.009429743513464928,0.013587702997028828,0.027971923351287842,0.0,0.09139739722013474,0.11280630901455879,0.13280629366636276,0.1826031506061554,6312.15380859375,6414.1346435546875,6517.9052734375,6648.7696533203125,6731.42236328125,-0.4967644512653351,-0.4390951320528984,-0.4225734621286392,-0.413284607231617,0.4874139130115509,0.0,215.33203125,258.3984375,344.53125,3746.77734375,0.0,50291263.0,321791872.0,1746726432.0,11707539456.0,0.0,516.796875,818.26171875,1076.66015625,4306.640625,0.0,517.6817321777344,740.4610900878906,962.5353393554688,3251.630859375,0.0,26.0,29.0,31.0,40.0,0.0,1008.5707397460938,4548.433349609375,11525.69384765625,159728.5625
